 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
12.0,344.0,0.597597595803,0.999999995238,0.757142853537,8.0,1.0,2.0,1.0,4.53779069767,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,641.0,90.7142857143,7000.0,843300.0,273857.142857,2359.53972699,4495.82830626,3409.66289509,12100.0,12100.0,12100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.579762839247,0.0285768482927,0.333276768037,0.028711498934,0.0296720454893,0.410526315789,-0.0175438596491,0.0145348837209,0.0145348837209,0.5,0.5,0.446666666667,0.1,0.6,-0.393333333333,-0.6,-0.166666666667,0.4,0.1,0.1,0.1,3700
9.0,818.0,0.556242273725,0.999999998,0.77999999844,8.0,4.0,4.0,1.0,4.63814180929,10.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,1900.0,373.9,1900.0,843300.0,154450.0,1116.55172414,4346.77777778,2724.08036834,683.0,16500.0,4791.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.220087044431,0.0207133687046,0.218984878323,0.420250686958,0.119964021582,0.433846308518,0.0760749177962,0.0317848410758,0.0232273838631,0.577777777778,0.422222222222,0.38844988345,0.1,0.85,-0.289954051796,-1.0,-0.05,0.0,0.0,0.5,0.0,1300
10.0,394.0,0.584905658801,0.999999996063,0.68897637524,18.0,3.0,13.0,0.0,4.82741116751,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,998.0,301.666666667,0.0,843300.0,202728.571429,0.0,9143.66666667,4073.99527802,519.0,10700.0,4306.33333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155785108566,0.562598799066,0.028667262224,0.224370819489,0.0285780106545,0.476754385965,0.310964912281,0.0304568527919,0.00507614213198,0.857142857143,0.142857142857,0.486111111111,0.1,1.0,-0.1625,-0.2,-0.125,0.4,0.1,0.1,0.1,2700
10.0,582.0,0.537653238988,0.99999999729,0.693766935789,8.0,0.0,1.0,0.0,5.06013745704,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,687.0,136.6,16400.0,843300.0,223960.0,2183.80539347,3585.62711864,3011.10795162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0400005836957,0.0400001916742,0.839903368819,0.040092771269,0.0400030845423,0.372340425532,0.147391084093,0.0309278350515,0.0085910652921,0.782608695652,0.217391304348,0.412632275132,0.1,0.8,-0.163333333333,-0.3,-0.0833333333333,0.875,0.6,0.375,0.6,1400
13.0,329.0,0.589341690943,0.999999995074,0.733990144168,11.0,2.0,1.0,3.0,4.58054711246,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,264.0,58.875,27300.0,843300.0,392375.0,2190.25628141,5797.7833935,3833.78460011,57500.0,57500.0,57500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250459511253,0.0254511299625,0.0256412639236,0.898809759841,0.0250518951479,0.505439488048,-0.0259457933371,0.0334346504559,0.0303951367781,0.52380952381,0.47619047619,0.287957497048,0.05,0.8,-0.343333333333,-0.8,-0.166666666667,0.5,-0.4,0.0,0.4,13000
9.0,594.0,0.511035652783,0.99999999696,0.72340425312,9.0,4.0,4.0,1.0,4.47811447811,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,612.0,130.75,0.0,843300.0,221820.0,0.0,4532.6659292,2837.91282047,1800.0,9500.0,4733.33333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.020263234681,0.0200328717528,0.0200087408292,0.020054322652,0.919640830085,0.506280575793,0.176086650477,0.040404040404,0.0117845117845,0.774193548387,0.225806451613,0.445837842713,0.136363636364,1.0,-0.334126984127,-0.8,-0.1,0.0,0.0,0.5,0.0,5900
8.0,111.0,0.719626161499,0.999999983333,0.883333318611,3.0,1.0,1.0,1.0,4.67567567568,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1200.0,251.444444444,0.0,690400.0,209630.0,0.0,4543.77339901,2594.27167255,2000.0,2000.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200573747295,0.0202107676099,0.721174552607,0.218403294642,0.0201540104118,0.44,0.125,0.018018018018,0.00900900900901,0.666666666667,0.333333333333,0.3625,0.35,0.375,-0.1,-0.1,-0.1,0.0,0.0,0.5,0.0,1200
10.0,823.0,0.503676469971,0.999999998084,0.662835247772,10.0,2.0,1.0,0.0,4.86998784933,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,925.0,287.428571429,6600.0,843300.0,281571.428571,2166.80846063,6625.55555556,3443.07641001,963.0,963.0,963.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0290970776691,0.0285779305295,0.731383517147,0.18162646274,0.0293150119143,0.450711548987,0.099083196497,0.044957472661,0.0133657351154,0.770833333333,0.229166666667,0.242451737452,0.0333333333333,0.5,-0.269444444444,-0.666666666667,-0.05,0.9,-0.3,0.4,0.3,3800
10.0,675.0,0.444444443768,0.999999997549,0.580882351517,4.0,4.0,28.0,0.0,4.15851851852,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,916.0,379.0,0.0,690400.0,152623.2,0.0,3418.63074842,1514.43080242,1700.0,9700.0,5700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.639412604648,0.0400116601163,0.0400080978884,0.0400059006497,0.240561736697,0.377292310864,0.103655947227,0.0459259259259,0.0237037037037,0.659574468085,0.340425531915,0.330924451892,0.1,1.0,-0.19375,-0.333333333333,-0.125,0.327272727273,0.118181818182,0.172727272727,0.118181818182,1400
11.0,163.0,0.765432094041,0.999999990099,0.871287120086,5.0,5.0,0.0,1.0,4.46012269939,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1300.0,293.6,1300.0,843300.0,273990.0,830.222222222,6623.24930362,3283.04687617,3700.0,30200.0,11200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200016916679,0.0201599494451,0.31876248829,0.621075165418,0.0200007051789,0.396296296296,0.0771885521886,0.0368098159509,0.00613496932515,0.857142857143,0.142857142857,0.219949494949,0.0333333333333,0.5,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,802
8.0,1576.0,0.325229960365,0.999999998821,0.491745282439,4.0,4.0,20.0,0.0,4.06091370558,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,494.0,145.857142857,0.0,843300.0,172612.5,0.0,3263.88975913,1871.38099101,812.0,1600.0,1206.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0257397746326,0.0250021539233,0.025003189681,0.0250004330713,0.899254448692,0.527362289071,0.173870777748,0.0412436548223,0.0139593908629,0.747126436782,0.252873563218,0.360921411921,0.05,1.0,-0.237752525253,-0.6,-0.05,0.0,0.0,0.5,0.0,622
11.0,298.0,0.558922557041,0.999999994118,0.729411760415,2.0,1.0,1.0,0.0,4.63422818792,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,526.0,130.4,14700.0,843300.0,332620.0,1678.62222222,3386.49348893,2280.6843761,503.0,503.0,503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400001860367,0.0400001039644,0.83999691444,0.0400007296859,0.0400020658729,0.581287878788,0.089053030303,0.0335570469799,0.010067114094,0.769230769231,0.230769230769,0.464772727273,0.1,1.0,-0.455555555556,-0.8,-0.166666666667,0.4,-0.4,0.1,0.4,786
12.0,970.0,0.459259258773,0.99999999835,0.613861385126,24.0,13.0,4.0,0.0,5.05154639175,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,529.0,112.5,12200.0,843300.0,353916.666667,1482.05392157,3567.93236715,2570.25008081,663.0,3500.0,1489.08333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333344061751,0.0333333612378,0.8666641715,0.0333333479405,0.0333347131463,0.322940836941,0.0842766955267,0.0278350515464,0.0164948453608,0.627906976744,0.372093023256,0.331401314735,0.1,0.5,-0.209895833333,-0.8,-0.05,0.0,0.0,0.5,0.0,879
15.0,390.0,0.601092894533,0.999999996269,0.667910445269,27.0,3.0,1.0,20.0,4.83846153846,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,834.0,196.571428571,0.0,843300.0,357737.5,0.0,6454.32537688,3388.41228475,5100.0,36900.0,17133.3333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0264357834863,0.0251140128005,0.025067945158,0.898381757859,0.0250005006959,0.35625,-0.0432291666667,0.0153846153846,0.0153846153846,0.5,0.5,0.219444444444,0.1,0.366666666667,-0.318055555556,-1.0,-0.00833333333333,0.366666666667,-0.075,0.133333333333,0.075,5400
11.0,315.0,0.593333331356,0.999999994737,0.71052631205,5.0,2.0,1.0,0.0,4.49206349206,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,843300.0,400650.0,0.0,3480.37095302,2037.18201676,781.0,781.0,781.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299149436856,0.0500038928699,0.550836964736,0.050002527967,0.0500071775715,0.413541666667,0.178645833333,0.0349206349206,0.00634920634921,0.846153846154,0.153846153846,0.431818181818,0.2,0.8,-0.445833333333,-0.6,-0.291666666667,0.0,0.0,0.5,0.0,1100
10.0,581.0,0.518382351988,0.999999997222,0.652777775965,17.0,1.0,1.0,0.0,4.82444061962,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,843300.0,317350.0,0.0,3400.88779071,1981.68340499,693.0,693.0,693.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500030609022,0.0500028128898,0.799987943068,0.0500015446372,0.0500046385028,0.44064699793,0.0865786749482,0.0344234079174,0.0120481927711,0.740740740741,0.259259259259,0.344547619048,0.05,0.8,-0.534523809524,-1.0,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,874
12.0,473.0,0.491525422687,0.999999996875,0.546874998291,13.0,2.0,12.0,0.0,4.76955602537,6.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,1000.0,517.4,0.0,69100.0,28450.0,0.0,7083.84210526,2651.40593832,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.866488355302,0.0333373164081,0.033336414903,0.0335029482273,0.0333349651598,0.390101323797,0.161752619361,0.0338266384778,0.00422832980973,0.888888888889,0.111111111111,0.268804112554,0.0333333333333,0.5,-0.140277777778,-0.155555555556,-0.125,0.0,0.0,0.5,0.0,1500
10.0,518.0,0.566666665556,0.999999996815,0.742038214197,16.0,0.0,1.0,4.0,4.87644787645,10.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3000.0,524.666666667,0.0,843300.0,107410.0,0.0,3684.90740741,2540.43032879,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505110599394,0.220462375802,0.234235979097,0.020176864587,0.0200141811194,0.44859822717,0.122794563713,0.0444015444015,0.0212355212355,0.676470588235,0.323529411765,0.447934312065,0.1,1.0,-0.382323232323,-1.0,-0.05,0.0,0.0,0.5,0.0,433
14.0,89.0,0.853932574675,0.999999984375,0.984374984619,3.0,2.0,0.0,1.0,4.77528089888,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,768.0,260.059,4200.0,843300.0,334700.0,2319.33333333,7422.11518196,4987.14316978,4300.0,4300.0,4300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.122406911454,0.339294227739,0.0200009593387,0.415469951415,0.102827950053,0.441351010101,0.170391414141,0.0674157303371,0.0337078651685,0.666666666667,0.333333333333,0.444949494949,0.136363636364,1.0,-0.208333333333,-0.4,-0.1,0.666666666667,0.333333333333,0.166666666667,0.333333333333,3200
11.0,127.0,0.692913380371,0.999999986486,0.851351339847,6.0,4.0,0.0,0.0,4.08661417323,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,440.0,344.714285714,0.0,80400.0,29675.0,0.0,2974.74957983,1795.31854454,1100.0,1300.0,1166.66666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250332210719,0.438194999227,0.0250130603065,0.0250034484831,0.486755270911,0.338775510204,0.14387755102,0.0472440944882,0.0314960629921,0.6,0.4,0.421825396825,0.166666666667,0.8,-0.129166666667,-0.2,-0.05,0.375,-0.125,0.125,0.125,854
11.0,326.0,0.517460315818,0.999999994709,0.661375657876,5.0,1.0,1.0,0.0,4.58588957055,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,525.0,160.0,1300.0,843300.0,322585.714286,830.222222222,3576.05320959,2135.32209373,1300.0,1300.0,1300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571670704,0.0285717123762,0.88571230369,0.0285718468483,0.0285724663812,0.377465127465,0.0776575276575,0.021472392638,0.00920245398773,0.7,0.3,0.348051948052,0.1,0.8,-0.268518518519,-0.4,-0.155555555556,0.477777777778,-0.427777777778,0.0222222222222,0.427777777778,1100
14.0,213.0,0.687499996695,0.999999992857,0.792857137194,7.0,2.0,0.0,0.0,5.11737089202,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,86.0,23.25,37800.0,843300.0,483175.0,2766.0026087,5911.17299206,4518.37641326,562.0,2500.0,1531.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0529994364223,0.0502492442302,0.0504572090374,0.796290797551,0.0500033127591,0.399467893218,0.148719336219,0.037558685446,0.0093896713615,0.8,0.2,0.247632575758,0.0333333333333,0.5,-0.0982142857143,-0.125,-0.0714285714286,0.3,1.0,0.2,1.0,10200
8.0,533.0,0.383697812358,0.999999996644,0.496644293635,10.0,0.0,1.0,0.0,4.60412757974,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1400.0,322.428571429,0.0,843300.0,262962.5,0.0,6150.0,3238.316013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250622294523,0.0250050117475,0.279716908716,0.0250856722479,0.645130177836,0.351868686869,0.0797643097643,0.0337711069418,0.0281425891182,0.545454545455,0.454545454545,0.333207070707,0.1,0.6,-0.147222222222,-0.3,-0.1,0.0,0.0,0.5,0.0,1400
8.0,301.0,0.511705683907,0.999999995536,0.562499997489,23.0,1.0,19.0,0.0,5.14285714286,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,243.4,0.0,843300.0,261100.0,0.0,5312.81956649,2485.59122842,1200.0,1200.0,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857666558,0.0285847288404,0.0286022622346,0.885659681497,0.0285766618477,0.502645502646,-0.0409391534392,0.00664451827243,0.0199335548173,0.25,0.75,0.416666666667,0.333333333333,0.5,-0.233630952381,-0.5,-0.1,0.0,0.0,0.5,0.0,1100
10.0,437.0,0.509345793202,0.999999996139,0.65250964999,12.0,8.0,1.0,0.0,4.7643020595,9.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,578.0,281.125,0.0,843300.0,123500.0,0.0,3582.23454785,2328.2152848,954.0,19700.0,5310.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0222803883028,0.0222670082682,0.245934796284,0.0222239134485,0.687293893696,0.331114718615,0.168114177489,0.0389016018307,0.00686498855835,0.85,0.15,0.316109625668,0.0625,1.0,-0.155555555556,-0.291666666667,-0.05,0.0,0.0,0.5,0.0,3100
11.0,677.0,0.562032884063,0.999999997396,0.802083331245,6.0,2.0,0.0,1.0,4.33677991137,6.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.59,0.295,0.0,843300.0,389050.0,0.0,7390.18465278,3193.62160976,2900.0,4400.0,3650.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706876338088,0.193112907608,0.033337101831,0.0333374256413,0.0333362268324,0.469849830019,0.0390111771468,0.0472673559823,0.0251107828656,0.65306122449,0.34693877551,0.317977205087,0.0333333333333,1.0,-0.297467320261,-0.7,-0.05,0.0,0.0,0.5,0.0,916
12.0,454.0,0.53587443826,0.999999996283,0.702602227871,4.0,1.0,1.0,0.0,4.59030837004,6.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,1500.0,611.0,0.0,69100.0,16816.6666667,0.0,2546.22978723,1266.81303049,2300.0,2300.0,2300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333372710541,0.033366596245,0.491416322353,0.0333344550651,0.408545355282,0.541354781582,0.281141282959,0.0396475770925,0.00440528634361,0.9,0.1,0.407506012506,0.136363636364,0.9,-0.125,-0.125,-0.125,0.0,0.0,0.5,0.0,693
10.0,507.0,0.556660038655,0.999999996721,0.7344262271,9.0,2.0,0.0,0.0,4.58579881657,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,787.0,188.142857143,0.0,843300.0,178262.5,0.0,4774.70052083,3084.13515402,3100.0,3100.0,3100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0253785558927,0.0250115629359,0.0250567831123,0.154766568599,0.76978652946,0.423505892256,0.198825757576,0.0453648915187,0.00788954635108,0.851851851852,0.148148148148,0.333069828722,0.0333333333333,1.0,-0.198958333333,-0.333333333333,-0.05,0.5,0.5,0.0,0.5,1400
7.0,265.0,0.628352488014,0.999999994286,0.748571424294,6.0,6.0,1.0,0.0,4.87924528302,5.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,683.0,211.4,6000.0,843300.0,459400.0,1846.125,5602.68915344,3449.28218236,940.0,2100.0,1485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839752106072,0.0400003420081,0.0400016301586,0.0402457752874,0.040000146474,0.257692307692,0.0307692307692,0.0150943396226,0.011320754717,0.571428571429,0.428571428571,0.4625,0.25,0.8,-0.316666666667,-0.8,-0.025,0.0,0.0,0.5,0.0,776
10.0,711.0,0.499245851434,0.999999997895,0.58947368297,82.0,1.0,2.0,0.0,5.4064697609,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,843300.0,378440.0,0.0,6467.23706587,3133.51006852,5900.0,5900.0,5900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.040014631185,0.0400229045283,0.0400035100285,0.839955942577,0.0400030116812,0.548333333333,0.246012468434,0.0253164556962,0.0112517580872,0.692307692308,0.307692307692,0.418686868687,0.1,1.0,-0.341666666667,-1.0,-0.1,0.9,0.6,0.4,0.6,2700
9.0,583.0,0.468267580672,0.999999996845,0.681388010469,11.0,0.0,1.0,0.0,4.51114922813,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3700.0,966.0,5300.0,843300.0,365560.0,2685.34886241,5981.7027027,3943.39415986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.839999142838,0.0400003432729,0.0400001862854,0.0400001895381,0.0400001380653,0.40547455689,0.124456832476,0.0480274442539,0.0222984562607,0.682926829268,0.317073170732,0.398674242424,0.0333333333333,1.0,-0.208974358974,-0.6,-0.1,0.0,0.0,0.5,0.0,4400
9.0,342.0,0.535502956996,0.999999995074,0.699507385717,3.0,3.0,1.0,0.0,4.31578947368,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,522.0,159.5,68300.0,843300.0,302225.0,2850.44626697,8388.4,4417.42949757,1900.0,1900.0,1900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0500020766083,0.0526434548606,0.0500011287477,0.797102874894,0.0502504648891,0.410692039442,0.124924843675,0.0526315789474,0.0116959064327,0.818181818182,0.181818181818,0.321248196248,0.136363636364,1.0,-0.224305555556,-0.4,-0.05,0.0,0.0,0.5,0.0,2300
13.0,510.0,0.517598342614,0.999999996633,0.670033667778,6.0,1.0,15.0,0.0,4.19019607843,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1200.0,455.8,2000.0,690400.0,268160.0,1600.0,4884.39931741,2990.0942395,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0413493047232,0.0400466929446,0.0404637001567,0.433450564957,0.444689737218,0.5606271777,0.284394467321,0.0549019607843,0.0078431372549,0.875,0.125,0.44242965368,0.1,1.0,-0.0857142857143,-0.1,-0.0714285714286,0.0,0.0,0.5,0.0,1300
11.0,175.0,0.606060602388,0.999999990826,0.697247700025,4.0,4.0,16.0,0.0,4.26857142857,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,342.0,195.0,0.0,690400.0,216800.0,0.0,3416.09278539,2403.14195021,828.0,8000.0,3342.66666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0400018784235,0.0400049880182,0.0400015929314,0.0400008140226,0.839990726604,0.422222222222,0.476388888889,0.0457142857143,0.0,1.0,0.0,0.525,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3000
8.0,418.0,0.485221673682,0.99999999639,0.577617326435,29.0,6.0,18.0,0.0,5.11004784689,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,698.0,123.833333333,0.0,843300.0,355000.0,0.0,7527.31818182,4120.10075763,558.0,558.0,558.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285726121442,0.0285883681797,0.17150359236,0.742763521215,0.028571906101,0.630621693122,0.151686507937,0.055023923445,0.0215311004785,0.71875,0.28125,0.429813664596,0.05,0.6,-0.511111111111,-1.0,-0.2,0.65,0.35,0.15,0.35,5900
9.0,390.0,0.545454544038,0.999999995816,0.686192465748,8.0,3.0,1.0,0.0,5.01794871795,4.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,23100.0,843300.0,406425.0,2144.83783784,3470.715328,2582.27297698,1200.0,1600.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0500002014625,0.0500000466064,0.799996123097,0.0500001492117,0.0500034796223,0.582175925926,0.151157407407,0.025641025641,0.0153846153846,0.625,0.375,0.398333333333,0.1,0.5,-0.19375,-0.4,-0.05,1.0,0.5,0.5,0.5,933
12.0,287.0,0.591760297409,0.999999994898,0.653061221158,15.0,2.0,13.0,1.0,4.4425087108,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,358.0,124.6,21900.0,843300.0,264640.0,2907.06708595,4114.37170596,3377.81142665,1100.0,9800.0,5450.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0400000339719,0.839895963349,0.0400002594144,0.0401037237843,0.0400000194801,0.475396825397,0.0918650793651,0.0278745644599,0.01393728223,0.666666666667,0.333333333333,0.302083333333,0.1,0.6,-0.438888888889,-0.7,-0.155555555556,0.4,-0.2,0.1,0.2,749
9.0,596.0,0.485568759787,0.999999997283,0.630434780896,10.0,8.0,8.0,0.0,4.70469798658,10.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,668.0,392.8,4800.0,69100.0,24950.0,1900.04347826,4350.84615385,2579.32693311,566.0,4400.0,2261.71428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0200268580936,0.0202831534073,0.0200087253447,0.0203199383941,0.91936132476,0.485637184167,0.16458704694,0.0587248322148,0.011744966443,0.833333333333,0.166666666667,0.307541125541,0.1,1.0,-0.316666666667,-0.5,-0.1,0.5,0.5,0.0,0.5,2100
8.0,398.0,0.552083331896,0.999999995935,0.678861785858,28.0,5.0,10.0,0.0,4.81155778894,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,302.0,1500.0,690400.0,199762.5,1333.33333333,11260.4545455,4277.06799496,1200.0,2100.0,1650.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250001340824,0.0250061008995,0.0250000821547,0.899993574572,0.0250001082911,0.630753246753,0.277930735931,0.0477386934673,0.00753768844221,0.863636363636,0.136363636364,0.453668261563,0.1,1.0,-0.490476190476,-1.0,-0.0714285714286,0.0,0.0,0.5,0.0,16700
9.0,520.0,0.580516897454,0.999999996951,0.734756095321,9.0,0.0,1.0,0.0,4.79807692308,9.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,224.0,62.8333333333,0.0,843300.0,294155.555556,0.0,4625.95363766,2419.24511738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79744212756,0.0222253115118,0.135765187845,0.02223495823,0.0223324148538,0.336850649351,0.122941641692,0.0557692307692,0.0115384615385,0.828571428571,0.171428571429,0.313665472459,0.1,0.5,-0.314583333333,-1.0,-0.1,0.2,-0.125,0.3,0.125,1200
9.0,377.0,0.542780747212,0.999999995781,0.662447254589,4.0,2.0,1.0,0.0,4.94164456233,5.0,0.0,0.0,1.0,0.0,0.0,0.0,217.0,444.0,365.2,34900.0,617900.0,180840.0,2578.55327869,4050.10958904,3119.45508862,3500.0,3500.0,3500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839958371388,0.0400027492964,0.0400242923713,0.0400144211644,0.0400001657798,0.469064016791,0.139182408501,0.0238726790451,0.0026525198939,0.9,0.1,0.373556998557,0.136363636364,0.5,-0.3,-0.3,-0.3,0.0,0.0,0.5,0.0,2000
11.0,497.0,0.418367346085,0.999999996689,0.51655628968,7.0,7.0,12.0,1.0,4.16700201207,10.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1000.0,411.666666667,0.0,843300.0,150690.0,0.0,4071.61176471,2332.1841142,1200.0,7100.0,2620.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200065498564,0.121359399866,0.0984571535327,0.0200043263759,0.740172570369,0.37922405877,0.169903581267,0.0442655935614,0.00804828973843,0.846153846154,0.153846153846,0.298415977961,0.1,1.0,-0.164583333333,-0.2,-0.125,0.0,0.0,0.5,0.0,1400
9.0,1222.0,0.418469217622,0.999999998527,0.620029454168,20.0,5.0,7.0,2.0,4.44844517185,3.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,211.0,125.0,86200.0,843300.0,343266.666667,3582.54596646,3849.29531813,3740.32141443,1300.0,17900.0,7300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732726562328,0.0666790084191,0.0669675069579,0.0669594530421,0.0666674692529,0.408335412953,0.0735496137849,0.0335515548282,0.0180032733224,0.650793650794,0.349206349206,0.317128603104,0.0333333333333,0.9,-0.296843434343,-0.7,-0.1,0.3,-0.2,0.2,0.2,1900
